title,content,author,category,id,created_date,updated_date,created_by_id,created_by,is_sample
"מלחמת יום הכיפורים","מצרים 1972 מצריםסוריה (1972-1980) סוריהחילות משלוח:עיראק 1963 עיראקירדן ירדןלוב (1972-1977) לובמרוקו מרוקוערב הסעודית ערב הסעודית תוניסיה תוניסיה כווית כווית בתמיכת: ברית המועצות ברית המועצות קובה קובה קוריאה הצפונית קוריאה הצפונית","Wikipedia contributors","PastBattles","68acd1c1ee92b272e6bdb990","2025-08-25T21:12:33.971000","2025-08-25T21:12:33.971000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מלחמת לבנון הראשונה","הארגון לשחרור פלסטין סוריה (1980–2024) סוריה אמל אמל חזבאללה חזבאללה אחרים: החזית העממית לשחרור פלסטין - המפקדה הכללית החזית העממית לשחרור פלסטין - המפקדה הכללית","Wikipedia contributors","PastBattles","68acd1c1ee92b272e6bdb991","2025-08-25T21:12:33.978000","2025-08-25T21:12:33.978000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מלחמת לבנון השנייה","עמיר פרץ (שר הביטחון) המטה הכללי של צה""""ל דני חלוץ (רמטכ""""ל) אודי אדם (מפקד פיקוד הצפון) אליעזר שקדי (מפקד חיל האוויר) דוד בן בעש""""ט (מפקד חיל הים) גדי איזנקוט (ראש אגף המבצעים) יובל דיסקין","Wikipedia contributors","PastBattles","68acd1c1ee92b272e6bdb992","2025-08-25T21:12:33.984000","2025-08-25T21:12:33.984000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"קרב המיתלה","קרב המיתְלָה היה קרב בין חטיבת הצנחנים של צה""""ל לבין כוחות של צבא מצרים, שנערך במהלך מלחמת סיני (""""מבצע קדש"""") במעבר המיתלה ובסמוך לו במערב חצי האי סיני. הקרב החל ב-31 באוקטובר 1956 בשעות הצהריים, והסתיים ב-1 בנובמבר לפנות בוקר. בקרב זה, שלא היה בו כל צורך מבצעי[א], נהרגו 38 לוחמים מחטיבת הצנחנים (ועוד ארבעה לוחמים מתו מפצעיהם מאוחר יותר). בצד המצרי נהרגו כ-260 חיילים.","Wikipedia contributors","PastBattles","68acd1c1ee92b272e6bdb993","2025-08-25T21:12:33.989000","2025-08-25T21:12:33.989000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"קרב רפיח (1956)","קרב רפיח היה מערכה שהתנהלו בה קרבות בין אוגדה 77 לבין כוחות של צבא מצרים. הקרבות שנערכו במהלך מלחמת סיני (""""מבצע קדש"""") במתחם פתחת רפיח, במזרח סיני, הסתיימו בניצחון ישראלי. הקרב החל ב-31 באוקטובר בשעות הצהריים, והסתיים ב-1 בנובמבר בצהריים.","Wikipedia contributors","PastBattles","68acd1c1ee92b272e6bdb994","2025-08-25T21:12:33.998000","2025-08-25T21:12:33.998000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"הקרב על הבופור","ישראל סא""""ל גבי אשכנזי ישראל רס""""ן משה קפלינסקי ישראל רס""""ן גוני הרניק ישראל סרן צבי ברקאי ישראל סרן ניצן שקד","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb995","2025-08-25T21:12:34.003000","2025-08-25T21:12:34.003000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"קרב שכם (2002)","הקרב בשכם 2002 היה מאבק שהתנהל בתחילת חודש אפריל, 2002 בין כוחות צה""""ל ובין קבוצות חמושים פלסטינים מפלגי הפת""""ח, החמאס והג'יהאד האסלאמי הפלסטיני במסגרת """"מבצע חומת מגן"""". הקרב הסתיים בניצחון מוחץ של צה""""ל, שהסב אבדות כבדות למחבלים, לעומת הרוג ישראלי אחד, רס""""ן אסף אסולין שנהרג מירי דו-צדדי. הקרב נחשב לאחד הקרבות המוצלחים ביותר של צה""""ל במבצע חומת מגן, אך הוא לא זכה לבולטות בתקשורת עקב הקרב הקשה בג'נין.","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb996","2025-08-25T21:12:34.010000","2025-08-25T21:12:34.010000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"הקרב בג'נין (2002)","הקרב בג'נין התרחש בעיצומו של מבצע חומת מגן (אפריל 2002) למיגור הטרור הפלסטיני, אחרי חודש מרץ השחור, ששיאו הפיגוע במלון פארק ב-27 במרץ 2002. הקרב במחנה הפליטים ג'נין היה אחד הקרבות הקשים במבצע ומשך אליו את תשומת הלב התקשורתית עקב ההרס הרב, נפילתם של 13 חיילי מילואים במארב ביום אחד, וההאשמות של הפלסטינים (שהופרכו בסופו של דבר) על טבח שהתרחש במחנה. בקרב נהרגו 23 חיילים ישראלים ובין 52 ל-56 פלסטינים, רובם מחבלים חמושים.","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb997","2025-08-25T21:12:34.019000","2025-08-25T21:12:34.019000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מערכת אום כתף - אבו עגילה (1956)","אלוף אסף שמחוני אלוף-משנה יהודה ואלך אלוף-משנה אורי בן ארי אלוף-משנה שמואל גודר אלוף-משנה יוסף הרפז סגן-אלוף שמואל גלינקא","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb998","2025-08-25T21:12:34.024000","2025-08-25T21:12:34.024000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מבצע אנטבה","מבצע אנטבה או מבצע יונתן (שם המבצע שנקבע בצה""""ל היה """"כדור הרעם"""") הייתה פעולת פשיטה צבאית שביצע צה""""ל באוגנדה במוצאי שבת, אור ליום ראשון, 4 ביולי 1976 (ו' בתמוז ה'תשל""""ו), במטרה להציל 105 נוסעים ישראלים ואנשי צוות מטוס אייר פראנס, שנחטפו על ידי טרוריסטים גרמנים ופלסטינים, במהלך טיסתם מישראל לצרפת. למרות התבצרותם של החוטפים במדינה עוינת, כמעט כל החטופים חולצו בשלום. במהלך המבצע נהרגו שלושה בני ערובה וכן מפקד סיירת מטכ""""ל, סגן אלוף יוני נתניהו, ובעקבות זאת נקרא המבצע על שמו.","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb99a","2025-08-25T21:12:34.030000","2025-08-25T21:12:34.030000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מבצע צוק איתן","משה יעלון (שר הביטחון) יורם כהן (ראש השב""""כ) צה""""ל:המטה הכללי של צה""""ל רב-אלוף בני גנץ (ראש המטה הכללי) אלוף אביב כוכבי (ראש אגף המודיעין)חיל האוויר הישראלי אלוף אמיר אשל (מפקד חיל האוויר)חיל הים הישראלי אלוף רם רוטברג (מפקד חיל הים) אלוף סמי תורג'מן (מפקד פיקוד הדרום) תת-אלוף מיקי אדלשטיין (מפקד אוגדת עזה)","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb99b","2025-08-25T21:12:34.035000","2025-08-25T21:12:34.035000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מבצע עופרת יצוקה","שר הביטחון אהוד ברק הרמטכ""""ל רב-אלוף גבי אשכנזי אלוף יואב גלנט תת-אלוף איל איזנברג חיל האוויר הישראלי אלוף עידו נחושתן","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb99c","2025-08-25T21:12:34.041000","2025-08-25T21:12:34.041000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מבצע עמוד ענן","חמאס חמאסהג'יהאד האסלאמי הפלסטיני הג'יהאד האסלאמי הפלסטיניועדות ההתנגדות העממית ועדות ההתנגדות העממיתהחזית העממית לשחרור פלסטין החזית העממית לשחרור פלסטין וארגוני טרור נוספים","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb99d","2025-08-25T21:12:34.046000","2025-08-25T21:12:34.046000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מלחמת חרבות ברזל","עזה ויהודה ושומרון חמאס חמאס הג'יהאד האסלאמי הפלסטיני הג'יהאד האסלאמי הפלסטיני לבנון חזבאללה חזבאללה איראן איראן איראן","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb99e","2025-08-25T21:12:34.052000","2025-08-25T21:12:34.052000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מלחמת ההתשה","מצרים (1958-1972) מצריםירדן ירדןברית המועצות ברית המועצות הארגון לשחרור פלסטין סוריה (1980–2024) סוריה סיוע:עיראק עיראק","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb99f","2025-08-25T21:12:34.055000","2025-08-25T21:12:34.055000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"קרבות לטרון","קרבות לטרון היו סדרה של חמישה ניסיונות כושלים של כוחות צבא ישראליים, לכבוש את מתחם לטרון, שהוחזק על ידי כוחות צבא עבר הירדן, בין 25 במאי ל-18 ביולי 1948, במסגרת החזית הירדנית במלחמת העצמאות.","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb9a0","2025-08-25T21:12:34.059000","2025-08-25T21:12:34.059000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מבצע דני","חטיבת יפתח, חטיבה 8 בצירוף גדוד 33 מחטיבת אלכסנדרוני, חטיבת הראל בצירוף כוחות מחטיבת עציוני, גדוד 42 מחטיבת קרייתי","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb9a1","2025-08-25T21:12:34.065000","2025-08-25T21:12:34.065000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
"מבצע יואב","מבצע יואב, אשר נערך בין 15 ל-22 באוקטובר 1948, היה מבצע של צבא הגנה לישראל במלחמת העצמאות. מטרת המבצע הייתה פריצת הדרך אל הנגב המנותק, ודחיקת הצבא המצרי ממנו. מבצע זה, שהיה אחד הגדולים באותה מלחמה, החל במהלומה של חיל האוויר. למרות שבסוף המבצע, לצבא המצרי נותרה דריסת רגל בארץ והוא אף שמר על כושר לחימה ניכר, נחל המבצע הצלחה: הדרך לנגב נפרצה, השטח שתפס הצבא המצרי הצטמצם במידה ניכרת, וכוח מצרי גדול כותר בכיס פאלוג'ה. לקראת סוף המבצע כבש צה""""ל את באר שבע.","Wikipedia contributors","PastBattles","68acd1c2ee92b272e6bdb9a2","2025-08-25T21:12:34.084000","2025-08-25T21:12:34.084000","68a1c64e6150fd99ebf18f7b","zvimarmor@gmail.com",""
